"source_id";"date";"description";"pollutant_ppm";"biological";"results"
"HaRu18795224";"2022-04-14 12:31:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"HaDe16557224";"2022-04-14 12:42:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"HaRu17505224";"2022-04-14 12:44:00";"Clean";0.0730946;9.84709e-06;"Clean"
"AmRu14503224";"2022-04-14 13:05:00";"Clean";0.0875999;3.71731e-05;"Clean"
"HaSe20934224";"2022-04-14 13:08:00";"Inorganic contaminants: Arsenic";4.52825;0.0;"Contaminated: Chemical"
"HaAm16255224";"2022-04-14 13:16:00";"Inorganic contaminants: Arsenic, Lead, Silver";5.51026;0.0;"Contaminated: Chemical"
"AmDa11443224";"2022-04-14 13:36:00";"Clean";0.0671907;5.6324e-05;"Clean"
"SoMa34615224";"2022-04-14 13:46:00";"Clean";0.0304868;7.0101e-05;"Clean"
"AkRu05605224";"2022-04-14 13:54:00";"Clean";0.0149973;8.15329e-05;"Clean"
"AkRu05798224";"2022-04-14 14:14:00";"Clean";0.0159515;9.73613e-05;"Clean"
"SoRu34654224";"2022-04-14 14:22:00";"Inorganic contaminants: Silver, Zinc, Barium, Selenium";6.92638;0.0;"Contaminated: Chemical"
"AkRu06449224";"2022-04-14 14:27:00";"Inorganic contaminants: Mercury, Silver, Zinc, Silver";8.31512;0.0;"Contaminated: Chemical"
"HaRu17528224";"2022-04-14 14:29:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiIs24205224";"2022-04-14 14:50:00";"Inorganic contaminants: Lead";2.58009;0.0;"Contaminated: Chemical"
"KiMr24346224";"2022-04-14 15:20:00";"Inorganic contaminants: Barium, Zinc, Chromium, Barium";9.7789;0.0;"Contaminated: Chemical"
"AkRu04247224";"2022-04-14 15:29:00";"Inorganic contaminants: Chromium, Copper, Copper";1.47074;0.0;"Contaminated: Chemical"
"AkRu05636224";"2022-04-14 16:12:00";"Inorganic contaminants: Zinc, Zinc, Mercury, Cadmium";7.57661;0.0;"Contaminated: Chemical"
"AmPw12570224";"2022-04-14 16:18:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu07986224";"2022-04-14 16:19:00";"Inorganic contaminants: Chromium, Zinc, Selenium";5.3688;0.0;"Contaminated: Chemical"
"HaRu18775224";"2022-04-14 16:22:00";"Clean";0.0240303;4.2208e-05;"Clean"
"HaAm16160224";"2022-04-14 16:22:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"SoIl32756224";"2022-04-14 16:31:00";"Clean";0.0386079;1.89561e-05;"Clean"
"SoCh32085224";"2022-04-15 09:39:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"AkLu02522224";"2022-04-15 09:46:00";"Bacteria: E. coli";0.0;47.7042;"Contaminated: Biological"
"KiRu26664224";"2022-04-15 09:50:00";"Inorganic contaminants: Zinc, Lead, Arsenic, Mercury";8.53282;0.0;"Contaminated: Chemical"
"AkRu03435224";"2022-04-15 09:59:00";"Inorganic contaminants: Lead, Arsenic, Arsenic, Chromium";4.49598;0.0;"Contaminated: Chemical"
"SoRu35721224";"2022-04-15 10:04:00";"Bacteria: E. coli";0.0;42.4307;"Contaminated: Biological"
"AkRu05724224";"2022-04-15 10:05:00";"Inorganic contaminants: Copper, Silver";2.07028;0.0;"Contaminated: Chemical"
"HaYa21500224";"2022-04-15 10:07:00";"Inorganic contaminants: Barium, Lead";9.78518;0.0;"Contaminated: Chemical"
"KiHa22854224";"2022-04-15 10:12:00";"Inorganic contaminants: Barium, Arsenic, Silver, Chromium";9.60087;0.0;"Contaminated: Chemical"
"AkRu04824224";"2022-04-15 10:21:00";"Clean";0.0821506;6.81565e-05;"Clean"
"HaRu17884224";"2022-04-15 10:31:00";"Inorganic contaminants: Cadmium, Copper, Cadmium, Silver";9.67199;0.0;"Contaminated: Chemical"
"SoKo33312224";"2022-04-15 10:43:00";"Clean";0.033068;8.39141e-05;"Clean"
"SoRu36858224";"2022-04-15 10:57:00";"Clean";0.0626656;1.51012e-05;"Clean"
"AkRu05942224";"2022-04-15 11:06:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AmRu13091224";"2022-04-15 11:29:00";"Inorganic contaminants: Lead, Zinc, Cadmium, Zinc";2.35374;0.0;"Contaminated: Chemical"
"AmRu14809224";"2022-04-15 11:34:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"KiRu26431224";"2022-04-15 11:50:00";"Clean";0.073791;2.37635e-05;"Clean"
"SoRu39055224";"2022-04-15 12:01:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"HaYa21536224";"2022-04-15 12:22:00";"Inorganic contaminants: Copper, Barium";6.2328;0.0;"Contaminated: Chemical"
"SoIl32535224";"2022-04-15 13:20:00";"Inorganic contaminants: Mercury, Arsenic, Barium, Chromium";7.98442;0.0;"Contaminated: Chemical"
"KiRu28866224";"2022-04-15 13:55:00";"Clean";0.0444139;7.35141e-05;"Clean"
"AkRu04197224";"2022-04-15 14:20:00";"Inorganic contaminants: Copper, Lead, Zinc, Zinc";7.94197;0.0;"Contaminated: Chemical"
"KiMr25190224";"2022-04-15 14:25:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AmRu14379224";"2022-04-15 14:36:00";"Clean";0.0845401;9.628e-05;"Clean"
"AkRu03285224";"2022-04-15 14:42:00";"Inorganic contaminants: Chromium, Selenium, Silver";7.40118;0.0;"Contaminated: Chemical"
"AkRu06996224";"2022-04-15 14:45:00";"Inorganic contaminants: Copper, Lead, Silver";5.42379;0.0;"Contaminated: Chemical"
"KiMr24258224";"2022-04-15 15:14:00";"Inorganic contaminants: Zinc, Silver";2.03136;0.0;"Contaminated: Chemical"
"AkRu02754224";"2022-04-15 16:05:00";"Inorganic contaminants: Arsenic, Barium, Copper";4.60508;0.0;"Contaminated: Chemical"
"HaRu18603224";"2022-04-15 16:28:00";"Clean";0.0869496;6.08576e-05;"Clean"
"KiRu30001224";"2022-04-16 09:08:00";"Inorganic contaminants: Selenium, Copper";5.27967;0.0;"Contaminated: Chemical"
"HaRu19973224";"2022-04-16 09:09:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"KiMr24954224";"2022-04-16 09:47:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AkRu03308224";"2022-04-16 10:29:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu02893224";"2022-04-16 11:33:00";"Inorganic contaminants: Lead, Copper, Copper, Cadmium";3.2493;0.0;"Contaminated: Chemical"
"KiRu30581224";"2022-04-16 11:36:00";"Inorganic contaminants: Zinc, Cadmium, Silver";1.06175;0.0;"Contaminated: Chemical"
"KiAm22047224";"2022-04-16 11:40:00";"Clean";0.0208927;1.54479e-05;"Clean"
"SoRu37224224";"2022-04-16 11:59:00";"Inorganic contaminants: Barium, Barium";5.12437;0.0;"Contaminated: Chemical"
"SoRu39498224";"2022-04-16 12:10:00";"Inorganic contaminants: Barium, Selenium, Cadmium, Chromium";5.02684;0.0;"Contaminated: Chemical"
"KiRu25363224";"2022-04-16 12:25:00";"Inorganic contaminants: Copper";3.67106;0.0;"Contaminated: Chemical"
"HaDe16365224";"2022-04-16 12:42:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiRu28726224";"2022-04-16 13:40:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"HaSe21287224";"2022-04-16 14:12:00";"Clean";0.0661141;9.46668e-05;"Clean"
"AkRu04096224";"2022-04-16 14:14:00";"Inorganic contaminants: Mercury, Selenium, Barium";8.45392;0.0;"Contaminated: Chemical"
"AkKi01260224";"2022-04-16 15:10:00";"Inorganic contaminants: Zinc, Cadmium, Chromium";8.47221;0.0;"Contaminated: Chemical"
"SoMa34020224";"2022-04-16 15:17:00";"Inorganic contaminants: Chromium, Arsenic, Mercury, Copper";8.17791;0.0;"Contaminated: Chemical"
"SoBa31700224";"2022-04-16 15:56:00";"Inorganic contaminants: Silver, Copper, Arsenic";9.17799;0.0;"Contaminated: Chemical"
"AmPw12340224";"2022-04-17 09:02:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu26257224";"2022-04-17 10:12:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"HaRu17877224";"2022-04-17 10:40:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AmRu13625224";"2022-04-17 11:11:00";"Clean";0.0373414;2.69903e-05;"Clean"
"KiRu29382224";"2022-04-17 11:22:00";"Clean";0.0525751;5.0951e-05;"Clean"
"AmRu14335224";"2022-04-17 12:00:00";"Clean";0.0751047;7.37841e-05;"Clean"
"KiHa22699224";"2022-04-17 12:11:00";"Bacteria: E. coli";0.0;19.0409;"Contaminated: Biological"
"AkRu02846224";"2022-04-17 13:23:00";"Inorganic contaminants: Selenium";4.58798;0.0;"Contaminated: Chemical"
"SoRu38577224";"2022-04-17 13:45:00";"Inorganic contaminants: Chromium";2.7226;0.0;"Contaminated: Chemical"
"HaDe16634224";"2022-04-17 13:49:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiRu27883224";"2022-04-17 14:24:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"HaSe21075224";"2022-04-17 14:31:00";"Clean";0.0659543;1.60678e-05;"Clean"
"KiRu27852224";"2022-04-17 14:55:00";"Inorganic contaminants: Copper, Copper";4.82479;0.0;"Contaminated: Chemical"
"HaRu18368224";"2022-04-17 14:56:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"KiRu25744224";"2022-04-17 14:58:00";"Inorganic contaminants: Barium, Cadmium, Cadmium";2.73782;0.0;"Contaminated: Chemical"
"SoMa33632224";"2022-04-17 15:45:00";"Clean";0.0681968;5.89864e-05;"Clean"
"SoMa34414224";"2022-04-17 16:01:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkHa00752224";"2022-04-17 16:01:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"HaRu18203224";"2022-04-17 16:05:00";"Inorganic contaminants: Cadmium";4.61379;0.0;"Contaminated: Chemical"
"KiMr24422224";"2022-04-17 16:28:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"AkRu05179224";"2022-04-18 09:30:00";"Inorganic contaminants: Selenium, Barium";4.18767;0.0;"Contaminated: Chemical"
"KiZu30907224";"2022-04-18 09:36:00";"Clean";0.0261868;4.67286e-05;"Clean"
"AkRu02913224";"2022-04-18 09:46:00";"Inorganic contaminants: Mercury, Cadmium, Silver";8.67682;0.0;"Contaminated: Chemical"
"KiRu26983224";"2022-04-18 12:37:00";"Inorganic contaminants: Barium, Cadmium, Chromium, Chromium";1.02439;0.0;"Contaminated: Chemical"
"AkRu04269224";"2022-04-18 12:41:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"SoCh32096224";"2022-04-18 12:51:00";"Inorganic contaminants: Selenium";6.47218;0.0;"Contaminated: Chemical"
"AkLu02034224";"2022-04-18 13:51:00";"Clean";0.0951009;5.66838e-05;"Clean"
"AkLu02535224";"2022-04-18 14:34:00";"Clean";0.0858342;4.32333e-05;"Clean"
"HaYa21582224";"2022-04-18 14:38:00";"Inorganic contaminants: Selenium, Arsenic, Silver, Chromium";2.19805;0.0;"Contaminated: Chemical"
"KiMr24480224";"2022-04-18 14:51:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AkHa00273224";"2022-04-18 15:11:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"KiRu28527224";"2022-04-18 15:46:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AkRu05479224";"2022-04-18 16:16:00";"Inorganic contaminants: Barium, Cadmium, Silver";4.27474;0.0;"Contaminated: Chemical"
"SoRu39387224";"2022-04-18 16:32:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiRu29948224";"2022-04-18 16:33:00";"Inorganic contaminants: Silver, Zinc, Copper";6.30176;0.0;"Contaminated: Chemical"
"SoMa33581224";"2022-04-21 09:05:00";"Bacteria: E. coli";0.0;17.9125;"Contaminated: Biological"
"KiAm22290224";"2022-04-21 09:16:00";"Bacteria: E. coli";0.0;32.4399;"Contaminated: Biological"
"KiRu25947224";"2022-04-21 09:17:00";"Inorganic contaminants: Lead, Cadmium, Lead, Selenium";8.48103;0.0;"Contaminated: Chemical"
"KiRu26151224";"2022-04-21 09:26:00";"Clean";0.0628285;4.61149e-05;"Clean"
"SoCh32205224";"2022-04-21 09:38:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"SoRu38300224";"2022-04-21 09:55:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AkRu08400224";"2022-04-21 09:58:00";"Inorganic contaminants: Barium, Lead";7.13246;0.0;"Contaminated: Chemical"
"KiMr24965224";"2022-04-21 10:17:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiHa22964224";"2022-04-21 10:31:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"KiRu25525224";"2022-04-21 10:45:00";"Clean";0.0993801;8.74894e-07;"Clean"
"SoKo33532224";"2022-04-21 10:49:00";"Clean";0.0554742;6.60297e-05;"Clean"
"AkRu06327224";"2022-04-21 10:51:00";"Bacteria: E. coli";0.0;8.46197;"Contaminated: Biological"
"SoRu35729224";"2022-04-21 10:55:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"KiAm22056224";"2022-04-21 11:29:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"SoRu35048224";"2022-04-21 11:56:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkRu03537224";"2022-04-21 12:14:00";"Clean";0.0160798;2.75236e-05;"Clean"
"AkLu01961224";"2022-04-21 12:26:00";"Inorganic contaminants: Zinc, Selenium, Silver";1.88795;0.0;"Contaminated: Chemical"
"KiMr24568224";"2022-04-21 12:49:00";"Bacteria: E. coli";0.0;44.9901;"Contaminated: Biological"
"AkLu01911224";"2022-04-21 12:59:00";"Clean";0.0672914;3.9529e-05;"Clean"
"AkRu03730224";"2022-04-21 13:30:00";"Inorganic contaminants: Barium, Selenium, Zinc, Copper";4.62103;0.0;"Contaminated: Chemical"
"KiRu29827224";"2022-04-21 14:21:00";"Clean";0.0975082;1.50741e-05;"Clean"
"HaRu19857224";"2022-04-21 14:25:00";"Inorganic contaminants: Cadmium, Barium, Cadmium, Chromium";4.1546;0.0;"Contaminated: Chemical"
"SoBa31530224";"2022-04-21 15:12:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkRu07049224";"2022-04-21 15:47:00";"Clean";0.070007;5.67834e-05;"Clean"
"HaRu18213224";"2022-04-21 16:10:00";"Clean";0.0569333;3.86948e-05;"Clean"
"AkRu07301224";"2022-04-21 16:17:00";"Inorganic contaminants: Silver";2.3942;0.0;"Contaminated: Chemical"
"AkHa00309224";"2022-04-21 16:32:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"KiRu27469224";"2022-04-21 16:54:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu07513224";"2022-04-21 16:59:00";"Inorganic contaminants: Mercury";1.26289;0.0;"Contaminated: Chemical"
"AkRu07451224";"2022-04-22 09:01:00";"Inorganic contaminants: Mercury, Selenium, Copper";6.77838;0.0;"Contaminated: Chemical"
"AkHa00387224";"2022-04-22 09:04:00";"Clean";0.0810245;2.31237e-05;"Clean"
"KiRu26404224";"2022-04-22 09:08:00";"Inorganic contaminants: Cadmium, Mercury, Arsenic, Copper";9.49405;0.0;"Contaminated: Chemical"
"HaRu20616224";"2022-04-22 09:13:00";"Inorganic contaminants: Barium, Mercury";6.76936;0.0;"Contaminated: Chemical"
"SoRu38982224";"2022-04-22 09:14:00";"Bacteria: E. coli";0.0;49.5646;"Contaminated: Biological"
"HaDe16347224";"2022-04-22 10:11:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"AkRu07855224";"2022-04-22 10:31:00";"Clean";0.0191676;9.95344e-05;"Clean"
"SoRu34787224";"2022-04-22 10:38:00";"Inorganic contaminants: Lead, Selenium, Barium, Barium";4.42529;0.0;"Contaminated: Chemical"
"KiHa22904224";"2022-04-22 11:13:00";"Clean";0.0254608;2.83008e-05;"Clean"
"KiRu30496224";"2022-04-22 11:27:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"HaZa21708224";"2022-04-22 11:31:00";"Inorganic contaminants: Zinc, Silver";2.0264;0.0;"Contaminated: Chemical"
"SoRu36753224";"2022-04-22 11:42:00";"Clean";0.0769409;4.29006e-05;"Clean"
"AkRu06225224";"2022-04-22 12:17:00";"Inorganic contaminants: Arsenic, Mercury, Mercury";3.47721;0.0;"Contaminated: Chemical"
"HaAm16178224";"2022-04-22 12:26:00";"Inorganic contaminants: Selenium, Mercury, Mercury, Copper";1.01688;0.0;"Contaminated: Chemical"
"AkRu06208224";"2022-04-22 12:27:00";"Inorganic contaminants: Barium";6.502;0.0;"Contaminated: Chemical"
"KiIs24126224";"2022-04-22 12:29:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"SoRu37618224";"2022-04-22 12:46:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"SoMa33722224";"2022-04-22 12:54:00";"Inorganic contaminants: Mercury";3.86455;0.0;"Contaminated: Chemical"
"KiZu30813224";"2022-04-22 13:22:00";"Clean";0.0579946;2.96005e-05;"Clean"
"AkRu04401224";"2022-04-22 13:23:00";"Inorganic contaminants: Zinc, Chromium";5.58209;0.0;"Contaminated: Chemical"
"SoIl32751224";"2022-04-22 14:05:00";"Clean";0.0124805;1.9301e-05;"Clean"
"KiRu30246224";"2022-04-22 14:35:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu04616224";"2022-04-22 14:42:00";"Clean";0.0873855;7.7036e-06;"Clean"
"AkRu05372224";"2022-04-22 14:42:00";"Clean";0.0866192;8.06149e-05;"Clean"
"AkRu07491224";"2022-04-22 14:59:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"KiRu30066224";"2022-04-22 16:19:00";"Inorganic contaminants: Lead, Selenium, Lead";4.17855;0.0;"Contaminated: Chemical"
"KiIs23632224";"2022-04-22 16:21:00";"Inorganic contaminants: Silver, Barium, Arsenic";3.53273;0.0;"Contaminated: Chemical"
"HaAm16170224";"2022-04-22 16:35:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"AkRu06249224";"2022-04-22 16:36:00";"Bacteria: E. coli";0.0;12.8525;"Contaminated: Biological"
"KiRu28204224";"2022-04-22 16:38:00";"Virus: Hepatitis A Virus";0.0;96.6341;"Contaminated: Biological"
"AkRu03014224";"2022-04-23 09:00:00";"Clean";0.0300251;7.99636e-05;"Clean"
"KiRu26288224";"2022-04-23 09:03:00";"Bacteria: Vibrio cholerae";0.0;182.88;"Contaminated: Biological"
"HaAm16297224";"2022-04-23 09:36:00";"Inorganic contaminants: Chromium, Chromium";8.95842;0.0;"Contaminated: Chemical"
"SoRu36482224";"2022-04-23 10:01:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"HaRu17730224";"2022-04-23 10:06:00";"Inorganic contaminants: Copper, Selenium, Silver, Zinc";5.575;0.0;"Contaminated: Chemical"
"HaRu17739224";"2022-04-23 10:28:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"AkHa00174224";"2022-04-23 10:40:00";"Inorganic contaminants: Chromium, Selenium";7.4507;0.0;"Contaminated: Chemical"
"HaYa21392224";"2022-04-23 10:47:00";"Inorganic contaminants: Selenium, Selenium";4.51948;0.0;"Contaminated: Chemical"
"AmRu15429224";"2022-04-23 11:08:00";"Inorganic contaminants: Barium, Lead, Zinc";6.08492;0.0;"Contaminated: Chemical"
"SoKo33235224";"2022-04-23 11:35:00";"Inorganic contaminants: Selenium, Chromium, Mercury, Silver";1.54001;0.0;"Contaminated: Chemical"
"KiMr24867224";"2022-04-23 11:41:00";"Inorganic contaminants: Chromium";4.1209;0.0;"Contaminated: Chemical"
"AmDa11849224";"2022-04-23 11:56:00";"Inorganic contaminants: Silver, Zinc";9.42651;0.0;"Contaminated: Chemical"
"KiRu27993224";"2022-04-23 12:10:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"HaRu17714224";"2022-04-23 12:44:00";"Clean";0.0433728;5.79731e-05;"Clean"
"SoRu38127224";"2022-04-23 13:03:00";"Virus: Enteroviruses";0.0;262.668;"Contaminated: Biological"
"AkRu07898224";"2022-04-23 13:11:00";"Inorganic contaminants: Mercury, Copper";8.7238;0.0;"Contaminated: Chemical"
"AmRu15566224";"2022-04-23 13:13:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"HaDe16375224";"2022-04-23 13:44:00";"Inorganic contaminants: Arsenic, Cadmium, Cadmium, Zinc";5.62622;0.0;"Contaminated: Chemical"
"KiRu27489224";"2022-04-23 13:52:00";"Clean";0.0349678;4.99751e-05;"Clean"
"HaDe16593224";"2022-04-23 15:23:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiAm22582224";"2022-04-23 15:24:00";"Inorganic contaminants: Lead";3.26535;0.0;"Contaminated: Chemical"
"AkRu03178224";"2022-04-23 15:50:00";"Inorganic contaminants: Cadmium";8.0342;0.0;"Contaminated: Chemical"
"KiMr24967224";"2022-04-23 16:02:00";"Clean";0.0787517;7.5956e-05;"Clean"
"HaZa21901224";"2022-04-23 16:34:00";"Inorganic contaminants: Chromium";3.7123;0.0;"Contaminated: Chemical"
"AkRu03545224";"2022-04-23 16:38:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"SoMa33612224";"2022-04-23 16:58:00";"Inorganic contaminants: Selenium, Arsenic, Cadmium, Cadmium";7.82011;0.0;"Contaminated: Chemical"
"SoIl32772224";"2022-04-24 10:15:00";"Inorganic contaminants: Silver, Zinc, Copper, Zinc";7.67116;0.0;"Contaminated: Chemical"
"HaRu18287224";"2022-04-24 10:24:00";"Inorganic contaminants: Zinc, Barium, Copper, Lead";8.3516;0.0;"Contaminated: Chemical"
"AkRu08188224";"2022-04-24 10:42:00";"Clean";0.096085;2.98549e-05;"Clean"
"KiHa23092224";"2022-04-24 10:59:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"HaDe16546224";"2022-04-24 11:44:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"AkRu06664224";"2022-04-24 12:05:00";"Clean";0.0110797;2.14063e-05;"Clean"
"AkRu07851224";"2022-04-24 12:11:00";"Inorganic contaminants: Chromium, Chromium, Chromium";4.94689;0.0;"Contaminated: Chemical"
"HaYa21462224";"2022-04-24 12:12:00";"Inorganic contaminants: Mercury, Cadmium, Mercury";9.29281;0.0;"Contaminated: Chemical"
"SoMa33808224";"2022-04-24 12:19:00";"Clean";0.0678929;1.7467e-05;"Clean"
"SoCh32224224";"2022-04-24 12:19:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"KiMr24860224";"2022-04-24 12:32:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"SoRu37252224";"2022-04-24 12:45:00";"Inorganic contaminants: Copper, Zinc";1.09835;0.0;"Contaminated: Chemical"
"AmRu15430224";"2022-04-24 12:58:00";"Inorganic contaminants: Zinc, Cadmium, Chromium";3.81584;0.0;"Contaminated: Chemical"
"AkRu07497224";"2022-04-24 13:16:00";"Clean";0.0250605;2.3116e-05;"Clean"
"KiRu27272224";"2022-04-24 13:29:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu28606224";"2022-04-24 13:56:00";"Clean";0.0296136;6.31788e-05;"Clean"
"AmAb09203224";"2022-04-24 14:39:00";"Inorganic contaminants: Lead, Arsenic, Copper, Silver";9.41763;0.0;"Contaminated: Chemical"
"SoIl32331224";"2022-04-24 14:58:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu26441224";"2022-04-24 15:00:00";"Inorganic contaminants: Barium, Lead, Silver, Zinc";7.36527;0.0;"Contaminated: Chemical"
"AkRu04194224";"2022-04-24 15:08:00";"Inorganic contaminants: Lead, Mercury";5.02723;0.0;"Contaminated: Chemical"
"HaRu17577224";"2022-04-24 15:16:00";"Clean";0.0495407;4.65462e-05;"Clean"
"HaDe16597224";"2022-04-24 15:48:00";"Clean";0.0461962;4.31947e-05;"Clean"
"HaRu17971224";"2022-04-24 16:06:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu29294224";"2022-04-24 16:10:00";"Inorganic contaminants: Silver, Zinc";2.33887;0.0;"Contaminated: Chemical"
"SoMa33858224";"2022-04-24 16:29:00";"Inorganic contaminants: Copper";7.27211;0.0;"Contaminated: Chemical"
"AmAm09356224";"2022-04-24 16:31:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"AkRu07508224";"2022-04-24 16:44:00";"Inorganic contaminants: Selenium, Copper, Cadmium, Copper";4.2208;0.0;"Contaminated: Chemical"
"HaRu20327224";"2022-04-24 16:54:00";"Inorganic contaminants: Arsenic, Mercury";2.60293;0.0;"Contaminated: Chemical"
"AmAm09662224";"2022-04-25 09:02:00";"Parasite: Cryptosporidium";0.0;485.162;"Contaminated: Biological"
"KiRu27022224";"2022-04-25 09:16:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"SoKo33227224";"2022-04-25 09:35:00";"Bacteria: Shigella";0.0;318.664;"Contaminated: Biological"
"AkRu07992224";"2022-04-25 09:35:00";"Clean";0.0261902;7.63348e-05;"Clean"
"AkRu07711224";"2022-04-25 09:40:00";"Clean";0.011051;5.20899e-05;"Clean"
"HaSe20941224";"2022-04-25 09:59:00";"Clean";0.0426935;3.1445e-05;"Clean"
"KiMr24644224";"2022-04-25 10:27:00";"Inorganic contaminants: Lead, Copper";7.30856;0.0;"Contaminated: Chemical"
"SoKo33389224";"2022-04-25 10:31:00";"Clean";0.013797;9.55549e-07;"Clean"
"HaDe16482224";"2022-04-25 10:35:00";"Bacteria: Giardia Lamblia";0.0;495.898;"Contaminated: Biological"
"KiMr24316224";"2022-04-25 11:00:00";"Bacteria: Salmonella";0.0;267.371;"Contaminated: Biological"
"AkRu02864224";"2022-04-25 11:10:00";"Clean";0.0905479;1.04426e-05;"Clean"
"HaYa21456224";"2022-04-25 11:41:00";"Inorganic contaminants: Cadmium, Selenium, Mercury, Chromium";2.30486;0.0;"Contaminated: Chemical"
"AkKi01135224";"2022-04-25 11:54:00";"Inorganic contaminants: Copper, Copper, Arsenic, Selenium";6.86503;0.0;"Contaminated: Chemical"
"HaRu19369224";"2022-04-25 11:58:00";"Clean";0.052767;4.93465e-05;"Clean"
"KiRu29041224";"2022-04-25 12:07:00";"Inorganic contaminants: Lead, Lead, Cadmium, Arsenic";9.49231;0.0;"Contaminated: Chemical"
"HaAm16218224";"2022-04-25 12:47:00";"Inorganic contaminants: Barium, Lead, Chromium, Selenium";8.40785;0.0;"Contaminated: Chemical"
"AkLu02254224";"2022-04-25 12:51:00";"Clean Bacteria: E. coli";0.0635533;16.9482;"Clean"
"AkHa00505224";"2022-04-25 13:23:00";"Clean";0.0474704;2.89838e-05;"Clean"
